VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.747314560762,0.026406433697,65289.359984603,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.262483817012,0.034587835133,57.591488767880,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,0.697572851443,0.027575206475,639.94344403685,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-0.173340254224,0.029167551270,35.318229025274,0.000000002800,Age 10-14,v2024,HCUP 2021
AGECAT4,1,0.220854840220,0.029495334088,56.066985167737,0.000000000000,Age 15-17,v2024,HCUP 2021
AGECAT5,1,1.561320850706,0.026628071684,3437.9921780014,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT6,1,2.134187982784,0.026539643929,6466.5874733997,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT7,1,2.160776203065,0.026526493716,6635.2895519892,0.000000000000,Age 30-34,v2024,HCUP 2021
AGECAT8,1,1.937114119254,0.026613039045,5298.1161003640,0.000000000000,Age 35-39,v2024,HCUP 2021
AGECAT9,1,1.744117898760,0.026719103335,4260.9645285349,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT10,1,1.443420440099,0.026927103557,2873.4683693521,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT11,1,1.243115007757,0.027035465672,2114.2430431830,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT12,1,1.025303248844,0.027206632291,1420.2182629258,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT13,1,0.671137159259,0.027644542784,589.39133627149,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT14,1,0.295102971863,0.028604688540,106.43212163927,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT15,1,0.014420494464,0.029981704810,0.231338362136,0.630533224030,Age 70-74,v2024,HCUP 2021
AGECAT16,1,-0.026380951349,0.032205205174,0.671009649102,0.412699818766,Age 75-79,v2024,HCUP 2021
AGECAT17,1,0.007594564939,0.035280641131,0.046337528129,0.829563417825,Age 80-84,v2024,HCUP 2021
FAGECAT2,1,0.123773366089,0.036796804167,11.314469629459,0.000769054248,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,0.323851204498,0.038965534996,69.076408059464,0.000000000000,"Female,Age 10-14",v2024,HCUP 2021
FAGECAT4,1,0.515741662653,0.039048468926,174.44415080559,0.000000000000,"Female,Age 15-17",v2024,HCUP 2021
FAGECAT5,1,0.408481114116,0.035140729214,135.12086760113,0.000000000000,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT6,1,0.373133556347,0.035018641950,113.53506560639,0.000000000000,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT7,1,0.362606861206,0.035000027929,107.33349057247,0.000000000000,"Female,Age 30-34",v2024,HCUP 2021
FAGECAT8,1,0.367122853697,0.035125072520,109.24168289542,0.000000000000,"Female,Age 35-39",v2024,HCUP 2021
FAGECAT9,1,0.318351636669,0.035290754122,81.375242585000,0.000000000000,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT10,1,0.317793466170,0.035592342905,79.721740924504,0.000000000000,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT11,1,0.263357134234,0.035782083713,54.170010600219,0.000000000000,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT12,1,0.190819303874,0.036073601296,27.981153405689,0.000000122503,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT13,1,0.160563466196,0.036749553927,19.089270241670,0.000012474424,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT14,1,0.178782539375,0.038114222915,22.002704382603,0.000002722666,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT15,1,0.168729888569,0.040087342763,17.716156188400,0.000025643932,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT16,1,0.188137139613,0.043027670285,19.118482137959,0.000012284946,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT17,1,0.030583311080,0.047655421584,0.411855028312,0.521029464802,"Female,Age 80-84",v2024,HCUP 2021
POVCAT1,1,-1.000047981931,0.005754667235,30199.603747902,0.000000000000,"County decile 1, percent in poverty <= 7.4",v2024,HCUP 2021
POVCAT2,1,-0.704308473907,0.005184823502,18452.612989156,0.000000000000,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,-0.649194961648,0.005062603124,16443.812484292,0.000000000000,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,-0.554863263087,0.004894594321,12851.047808896,0.000000000000,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,-0.414352020423,0.004645330383,7956.2002886787,0.000000000000,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,-0.155654187608,0.004371757320,1267.6796725168,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,-0.526697646238,0.004582690529,13209.357521905,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,-0.079029568412,0.004408307392,321.39230899630,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,-0.074688220114,0.004299112605,301.81900205581,0.000000000000,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
