VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-5.729961379996,0.007997685751,513304.08253981,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,0.509638914220,0.008948346677,3243.6916371582,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,1.177950111067,0.008133174655,20976.527595862,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,0.506394753023,0.008950051153,3201.3072584302,0.000000000000,Age 10-14,v2024,HCUP 2021
AGECAT4,1,0.127418975361,0.011104985474,131.65344479884,0.000000000000,Age 15-17,v2024,HCUP 2021
AGECAT5,1,0.367770117849,0.008620502267,1820.0685154524,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT6,1,0.305101073548,0.009227608731,1093.2239285785,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT7,1,0.206444106805,0.009383056270,484.07910648257,0.000000000000,Age 30-34,v2024,HCUP 2021
FAGECAT2,1,-1.059744213388,0.011246183796,8879.5662923466,0.000000000000,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,-0.798172083904,0.012380445664,4156.4303909129,0.000000000000,"Female,Age 10-14",v2024,HCUP 2021
FAGECAT4,1,-0.343485103308,0.014805172488,538.25598872705,0.000000000000,"Female,Age 15-17",v2024,HCUP 2021
FAGECAT5,1,-0.207156948019,0.011127688858,346.56847914413,0.000000000000,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT6,1,-0.196933136363,0.011935424288,272.24622765114,0.000000000000,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT7,1,-0.142513147269,0.012074552318,139.30534723284,0.000000000000,"Female,Age 30-34",v2024,HCUP 2021
POVCAT1,1,-0.937268828908,0.007509735374,15576.829995045,0.000000000000,"County decile 1, percent in poverty <= 7.4",v2024,HCUP 2021
POVCAT2,1,-0.747400782944,0.006991932196,11426.485705757,0.000000000000,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,-0.656797527359,0.006763429423,9430.3778333777,0.000000000000,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,-0.589524390881,0.006562346884,8070.2165757451,0.000000000000,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,-0.457536482283,0.006243704634,5369.9069168875,0.000000000000,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,-0.319724085210,0.006036966604,2804.8727302538,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,-0.389907376163,0.005856286430,4432.8014848549,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,-0.100618302386,0.005852390735,295.58837035348,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,-0.130987905490,0.005726862232,523.15324587906,0.000000000000,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
