Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Age_LT30,1,-0.752044958295,-0.841003900984,-0.663086015605,-16.56922832544,0.000000000000,Gee,Age < 30,v2024,"HCUP 2019, 2020, 2021"
Age_30_34,1,-0.453400619359,-0.539138362050,-0.367662876668,-10.36473385722,0.000000000000,Gee,30 <= Age <= 34,v2024,"HCUP 2019, 2020, 2021"
Age_35_39,1,-0.415512257000,-0.483409617839,-0.347614896162,-11.99441405079,0.000000000000,Gee,35 <= Age <= 39,v2024,"HCUP 2019, 2020, 2021"
Age_40_44,1,-0.344968351182,-0.401582344954,-0.288354357410,-11.94272827398,0.000000000000,Gee,40 <= Age <= 44,v2024,"HCUP 2019, 2020, 2021"
Age_45_49,1,-0.239747916208,-0.287373544519,-0.192122287897,-9.866479410396,0.000000000000,Gee,45 <= Age <= 49,v2024,"HCUP 2019, 2020, 2021"
Age_50_54,1,-0.203467573902,-0.243020093207,-0.163915054597,-10.08252126230,0.000000000000,Gee,50 <= Age <= 54,v2024,"HCUP 2019, 2020, 2021"
Age_55_59,1,-0.144411734172,-0.180609251887,-0.108214216457,-7.819370382039,0.000000000000,Gee,55 <= Age <= 59,v2024,"HCUP 2019, 2020, 2021"
Age_60_64,1,-0.053490488281,-0.085914736234,-0.021066240329,-3.233365063701,0.001223411159,Gee,60 <= Age <= 64,v2024,"HCUP 2019, 2020, 2021"
Age_70_74,1,0.110221555551,0.080304994146,0.140138116955,7.221093235929,0.000000000001,Gee,70 <= Age <= 74,v2024,"HCUP 2019, 2020, 2021"
Age_75_79,1,0.203328991396,0.173126054729,0.233531928063,13.194660656296,0.000000000000,Gee,75 <= Age <= 79,v2024,"HCUP 2019, 2020, 2021"
Age_80_84,1,0.345324815269,0.313583818734,0.377065811803,21.323344405762,0.000000000000,Gee,80 <= Age <= 84,v2024,"HCUP 2019, 2020, 2021"
Age_85_89,1,0.429543763926,0.395937602162,0.463149925689,25.051665019086,0.000000000000,Gee,85 <= Age <= 89,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus,1,0.480703514944,0.441282417940,0.520124611948,23.899932983644,0.000000000000,Gee,Age >= 90,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.026668867018,0.010364944800,0.042972789237,3.205978178926,0.001346041954,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD006,1,0.235057095346,0.199446577676,0.270667613016,12.937285704673,0.000000000000,Gee,Coagulation and hemorrhagic disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR007,1,-0.244264782192,-0.276134443294,-0.212395121090,-15.02212948743,0.000000000000,Gee,Essential hypertension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR008,1,-0.196601726828,-0.226359634332,-0.166843819324,-12.94890455026,0.000000000000,Gee,Hypertension with complications and secondary hypertension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR009,1,0.436632054791,0.388320590946,0.484943518635,17.713872314857,0.000000000000,Gee,Acute myocardial infarction,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR011,1,0.145400300028,0.124724991693,0.166075608363,13.783559924551,0.000000000000,Gee,Coronary atherosclerosis and other heart disease,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR017,1,0.248958127562,0.225996219638,0.271920035487,21.250366706412,0.000000000000,Gee,Cardiac dysrhythmias,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR018,1,2.020782207104,1.918384434501,2.123179979708,38.679165042668,0.000000000000,Gee,Cardiac arrest and ventricular fibrillation,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR019,1,0.143712029567,0.112669223287,0.174754835847,9.073612725503,0.000000000000,Gee,Heart failure,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR021,1,0.531577982411,0.490357563129,0.572798401693,25.275669647453,0.000000000000,Gee,Acute hemorrhagic cerebrovascular disease,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR024,1,-0.257051255827,-0.295892762749,-0.218209748905,-12.97094895460,0.000000000000,Gee,Other and ill-defined cerebrovascular disease,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR031,1,0.400537318865,0.358986796236,0.442087841494,18.893594346644,0.000000000000,Gee,Hypotension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_DIG004,1,-0.151023250094,-0.174363220119,-0.127683280070,-12.68211273193,0.000000000000,Gee,Esophageal disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_DIG025,1,-0.352326668933,-0.414154415732,-0.290498922134,-11.16889451187,0.000000000000,Gee,Other specified and unspecified gastrointestinal disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END001,1,-0.179754159737,-0.201682717222,-0.157825602252,-16.06634086139,0.000000000000,Gee,Thyroid disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END007,1,-0.443688887552,-0.506852920688,-0.380524854417,-13.76755404574,0.000000000000,Gee,Nutritional deficiencies,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END008,1,0.132789388536,0.086945890897,0.178632886174,5.677193767207,0.000000013692,Gee,Malnutrition,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END009,1,-0.223179580801,-0.253296965450,-0.193062196152,-14.52396831764,0.000000000000,Gee,Obesity,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END010,1,-0.429028935739,-0.452958615078,-0.405099256401,-35.13967949503,0.000000000000,Gee,Disorders of lipid metabolism,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END011,1,0.107393725569,0.080231475932,0.134555975207,7.749278395241,0.000000000000,Gee,Fluid and electrolyte disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_END016,1,-0.216682768269,-0.253250287670,-0.180115248868,-11.61387014579,0.000000000000,Gee,Other specified and unspecified nutritional and metabolic disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_EYE010,1,-0.427177208302,-0.468262945763,-0.386091470842,-20.37816515022,0.000000000000,Gee,Blindness and vision defects,v2024,"HCUP 2019, 2020, 2021"
