Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Age_LT30,1,-1.614843484396,-1.766732795196,-1.462954173596,-20.83777359591,0.000000000000,Gee,Age < 30,v2024,"HCUP 2019, 2020, 2021"
Age_30_34,1,-0.890809034400,-0.997837562870,-0.783780505929,-16.31297420862,0.000000000000,Gee,30 <= Age <= 34,v2024,"HCUP 2019, 2020, 2021"
Age_35_39,1,-0.719466419438,-0.810872805611,-0.628060033264,-15.42702134081,0.000000000000,Gee,35 <= Age <= 39,v2024,"HCUP 2019, 2020, 2021"
Age_40_44,1,-0.604885065993,-0.687054304916,-0.522715827070,-14.42818455757,0.000000000000,Gee,40 <= Age <= 44,v2024,"HCUP 2019, 2020, 2021"
Age_45_49,1,-0.447387652771,-0.517964762890,-0.376810542652,-12.42419369510,0.000000000000,Gee,45 <= Age <= 49,v2024,"HCUP 2019, 2020, 2021"
Age_50_54,1,-0.394349241412,-0.456958903476,-0.331739579347,-12.34490468429,0.000000000000,Gee,50 <= Age <= 54,v2024,"HCUP 2019, 2020, 2021"
Age_55_59,1,-0.240253142806,-0.297473909199,-0.183032376413,-8.229311432828,0.000000000000,Gee,55 <= Age <= 59,v2024,"HCUP 2019, 2020, 2021"
Age_60_64,1,-0.112977301492,-0.163591693121,-0.062362909864,-4.374871155624,0.000012150422,Gee,60 <= Age <= 64,v2024,"HCUP 2019, 2020, 2021"
Age_70_74,1,0.095655407272,0.046655363673,0.144655450871,3.826142578866,0.000130166916,Gee,70 <= Age <= 74,v2024,"HCUP 2019, 2020, 2021"
Age_75_79,1,0.260630726453,0.194928362180,0.326333090726,7.774862332017,0.000000000000,Gee,75 <= Age <= 79,v2024,"HCUP 2019, 2020, 2021"
Age_80_84,1,0.294808833966,0.228632356591,0.360985311341,8.731421191032,0.000000000000,Gee,80 <= Age <= 84,v2024,"HCUP 2019, 2020, 2021"
Age_85_89,1,0.433403692260,0.367163728655,0.499643655864,12.823914467430,0.000000000000,Gee,85 <= Age <= 89,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus,1,0.445496063603,0.375993458423,0.514998668782,12.562928219176,0.000000000000,Gee,Age >= 90,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.053690537907,0.019763499073,0.087617576741,3.101700714994,0.001924123816,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
Age_75_79_MALE,1,0.041460181630,-0.032145125554,0.115065488813,1.104002766874,0.269591937455,Gee,75 <= Age <= 79 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_80_84_MALE,1,0.136811377943,0.059493263596,0.214129492289,3.468079578878,0.000524192035,Gee,80 <= Age <= 84 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_85_89_MALE,1,0.128039080063,0.050252240909,0.205825919218,3.226149670886,0.001254677267,Gee,85 <= Age <= 89 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus_MALE,1,0.229415883548,0.143857109290,0.314974657806,5.255415042282,0.000000147691,Gee,Age >= 90 MALE,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD001,1,-0.494917712925,-0.535663086027,-0.454172339823,-23.80689680294,0.000000000000,Gee,Nutritional anemia,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD003,1,-0.189420436818,-0.221952406203,-0.156888467433,-11.41207375739,0.000000000000,Gee,Aplastic anemia,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD004,1,-0.282131778349,-0.312841067934,-0.251422488764,-18.00654238256,0.000000000000,Gee,Acute posthemorrhagic anemia,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD006,1,0.382346097899,0.350850641395,0.413841554402,23.793418629259,0.000000000000,Gee,Coagulation and hemorrhagic disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR003,1,-0.093999787575,-0.143666075623,-0.044333499528,-3.709481933241,0.000207683776,Gee,Nonrheumatic and unspecified valve disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR005,1,0.191703060996,0.143934029117,0.239472092875,7.865579026803,0.000000000000,Gee,Myocarditis and cardiomyopathy,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR007,1,-0.184750935090,-0.218854260254,-0.150647609927,-10.61788482944,0.000000000000,Gee,Essential hypertension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR008,1,-0.199383833248,-0.240605115466,-0.158162551030,-9.480178956965,0.000000000000,Gee,Hypertension with complications and secondary hypertension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR009,1,0.180434790695,0.120919437267,0.239950144124,5.942091761986,0.000000002814,Gee,Acute myocardial infarction,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR011,1,0.048950193622,0.016937620064,0.080962767179,2.996966687574,0.002726805087,Gee,Coronary atherosclerosis and other heart disease,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR014,1,0.072293618155,0.020456651455,0.124130584854,2.733433241094,0.006267782792,Gee,Pulmonary heart disease,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR017,1,0.034088963906,0.004565834845,0.063612092967,2.263077920659,0.023630886353,Gee,Cardiac dysrhythmias,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR018,1,2.846395048201,2.745268729689,2.947521366712,55.166962096142,0.000000000000,Gee,Cardiac arrest and ventricular fibrillation,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR019,1,0.329048974738,0.291719343348,0.366378606129,17.276466860470,0.000000000000,Gee,Heart failure,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR031,1,0.171479065076,0.134970261061,0.207987869091,9.205801195701,0.000000000000,Gee,Hypotension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR032,1,0.213066904005,0.154338844543,0.271794963467,7.110799538972,0.000000000001,Gee,Other specified and unspecified circulatory disease,v2024,"HCUP 2019, 2020, 2021"
