Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Age_LT30,1,-0.639374151350,-0.790475923728,-0.488272378972,-8.293418995507,0.000000000000,Gee,Age < 30,v2024,"HCUP 2019, 2020, 2021"
Age_30_34,1,-0.560326253343,-0.738923904829,-0.381728601857,-6.149124957726,0.000000000779,Gee,30 <= Age <= 34,v2024,"HCUP 2019, 2020, 2021"
Age_35_39,1,-0.610499697703,-0.775091653231,-0.445907742175,-7.269841446574,0.000000000000,Gee,35 <= Age <= 39,v2024,"HCUP 2019, 2020, 2021"
Age_40_44,1,-0.506271635759,-0.650193679838,-0.362349591679,-6.894525288526,0.000000000005,Gee,40 <= Age <= 44,v2024,"HCUP 2019, 2020, 2021"
Age_45_49,1,-0.391528898487,-0.519474203191,-0.263583593783,-5.997738969143,0.000000002001,Gee,45 <= Age <= 49,v2024,"HCUP 2019, 2020, 2021"
Age_50_54,1,-0.253917095598,-0.420871365688,-0.086962825508,-2.980866330425,0.002874342254,Gee,50 <= Age <= 54,v2024,"HCUP 2019, 2020, 2021"
Age_55_59,1,-0.327544380708,-0.738176595148,0.083087833732,-1.563382430679,0.117962670121,Gee,55 <= Age <= 59,v2024,"HCUP 2019, 2020, 2021"
Age_60_64,1,-0.035956966010,-0.134201120314,0.062287188294,-0.717338948783,0.473164980135,Gee,60 <= Age <= 64,v2024,"HCUP 2019, 2020, 2021"
Age_70_74,1,-0.004970212122,-0.102610772813,0.092670348569,-0.099768341009,0.920528242828,Gee,70 <= Age <= 74,v2024,"HCUP 2019, 2020, 2021"
Age_75_79,1,-0.160968181804,-0.273348030992,-0.048588332616,-2.807370193795,0.004994780541,Gee,75 <= Age <= 79,v2024,"HCUP 2019, 2020, 2021"
Age_80_84,1,-0.119018587965,-0.249504696316,0.011467520386,-1.787716323605,0.073821786778,Gee,80 <= Age <= 84,v2024,"HCUP 2019, 2020, 2021"
Age_85_89,1,-0.228469113218,-0.397618395582,-0.059319830853,-2.647313823787,0.008113402097,Gee,85 <= Age <= 89,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus,1,-0.433336029882,-0.692076498029,-0.174595561734,-3.282528697010,0.001028805135,Gee,Age >= 90,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.689351945260,0.629755402176,0.748948488344,22.670861688823,0.000000000000,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
Age_50_54_MALE,1,-0.094657791513,-0.288436814859,0.099121231832,-0.957409419345,0.338360646001,Gee,50 <= Age <= 54 MALE,v2024,"HCUP 2019, 2020, 2021"
