Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Age_LT30,1,-0.720887633245,-0.876374513906,-0.565400752583,-9.087029028093,0.000000000000,Gee,Age < 30,v2024,"HCUP 2019, 2020, 2021"
Age_30_34,1,-0.354652525200,-0.502287788113,-0.207017262287,-4.708266593643,0.000002498322,Gee,30 <= Age <= 34,v2024,"HCUP 2019, 2020, 2021"
Age_35_39,1,-0.579725235454,-0.724417043835,-0.435033427073,-7.852832825391,0.000000000000,Gee,35 <= Age <= 39,v2024,"HCUP 2019, 2020, 2021"
Age_40_44,1,-0.410301743567,-0.527282824603,-0.293320662532,-6.874416213863,0.000000000006,Gee,40 <= Age <= 44,v2024,"HCUP 2019, 2020, 2021"
Age_45_49,1,-0.195793033141,-0.262591405625,-0.128994660657,-5.744859928590,0.000000009200,Gee,45 <= Age <= 49,v2024,"HCUP 2019, 2020, 2021"
Age_50_54,1,-0.194608957106,-0.281993262712,-0.107224651500,-4.364931944600,0.000012716234,Gee,50 <= Age <= 54,v2024,"HCUP 2019, 2020, 2021"
Age_55_59,1,-0.044227515154,-0.099379922566,0.010924892258,-1.571723536549,0.116014681236,Gee,55 <= Age <= 59,v2024,"HCUP 2019, 2020, 2021"
Age_60_64,1,-0.013352637134,-0.058041092927,0.031335818659,-0.585625245216,0.558127379616,Gee,60 <= Age <= 64,v2024,"HCUP 2019, 2020, 2021"
Age_70_74,1,0.042572294620,-0.002558513623,0.087703102863,1.848851537166,0.064479253184,Gee,70 <= Age <= 74,v2024,"HCUP 2019, 2020, 2021"
Age_75_79,1,0.136822449561,0.070721914573,0.202922984549,4.056957685225,0.000049716085,Gee,75 <= Age <= 79,v2024,"HCUP 2019, 2020, 2021"
Age_80_84,1,0.070130915198,-0.004081154842,0.144342985237,1.852179408520,0.064000064633,Gee,80 <= Age <= 84,v2024,"HCUP 2019, 2020, 2021"
Age_85_89,1,0.071328627308,-0.014517068293,0.157174322909,1.628521262627,0.103414404465,Gee,85 <= Age <= 89,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus,1,0.010502677674,-0.088349807118,0.109355162466,0.208238265584,0.835042931799,Gee,Age >= 90,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.259112126146,0.225572409944,0.292651842347,15.141763041612,0.000000000000,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
Age_LT30_MALE,1,0.450896426169,0.291613712776,0.610179139563,5.548252771574,0.000000028854,Gee,Age < 30 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_35_39_MALE,1,0.387251469763,0.240130182990,0.534372756536,5.159001462967,0.000000248270,Gee,35 <= Age <= 39 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_40_44_MALE,1,0.219059395783,0.085464344771,0.352654446794,3.213805623480,0.001309883139,Gee,40 <= Age <= 44 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_50_54_MALE,1,0.104736803760,0.007256651856,0.202216955664,2.105868314886,0.035215792657,Gee,50 <= Age <= 54 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_75_79_MALE,1,-0.092216986202,-0.168543157628,-0.015890814777,-2.368020933624,0.017883524002,Gee,75 <= Age <= 79 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_80_84_MALE,1,-0.117341976563,-0.208549199803,-0.026134753323,-2.521577126980,0.011683006072,Gee,80 <= Age <= 84 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_85_89_MALE,1,-0.152620178815,-0.250781898540,-0.054458459090,-3.047318798305,0.002308926880,Gee,85 <= Age <= 89 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus_MALE,1,-0.174700331021,-0.301081832823,-0.048318829220,-2.709307549031,0.006742380821,Gee,Age >= 90 MALE,v2024,"HCUP 2019, 2020, 2021"
CMR_AIDS,1,-0.105813887380,-0.264889150520,0.053261375760,-1.303731354802,0.192325194837,Gee,Acquired immune deficiency syndrome,v2024,"HCUP 2019, 2020, 2021"
CMR_ALCOHOL,1,-0.130653984269,-0.189913174086,-0.071394794453,-4.321306187252,0.000015510826,Gee,Alcohol abuse,v2024,"HCUP 2019, 2020, 2021"
CMR_ANEMDEF,1,-0.214016396453,-0.276912457711,-0.151120335195,-6.669168478271,0.000000000026,Gee,Anemias due to other nutritional deficiencies,v2024,"HCUP 2019, 2020, 2021"
CMR_BLDLOSS,1,-0.064914257577,-0.187886456006,0.058057940852,-1.034620902601,0.300845988340,Gee,Chronic blood loss anemia  (iron deficiency),v2024,"HCUP 2019, 2020, 2021"
CMR_CANCER_LEUK,1,0.218465250678,0.110179225929,0.326751275428,3.954194682028,0.000076792864,Gee,Leukemia,v2024,"HCUP 2019, 2020, 2021"
CMR_CANCER_LYMPH,1,0.051347631740,-0.049591010493,0.152286273973,0.997036483514,0.318746801413,Gee,Lymphoma,v2024,"HCUP 2019, 2020, 2021"
CMR_CANCER_METS,1,0.022056499598,-0.040642147098,0.084755146294,0.689487686178,0.490516419653,Gee,Metastatic cancer,v2024,"HCUP 2019, 2020, 2021"
CMR_CANCER_NSITU,1,-0.899241351663,-1.879852724600,0.081370021273,-1.797328392583,0.072283501317,Gee,"Solid tumor without metastasis, in situ",v2024,"HCUP 2019, 2020, 2021"
CMR_CANCER_SOLID,1,-0.090295607760,-0.152173225902,-0.028417989618,-2.860099410523,0.004235082279,Gee,"Solid tumor without metastasis, malignant",v2024,"HCUP 2019, 2020, 2021"
CMR_CBVD,1,-0.196783140509,-0.250904696207,-0.142661584812,-7.126326344378,0.000000000001,Gee,Cerebrovascular disease,v2024,"HCUP 2019, 2020, 2021"
CMR_COAG,1,0.020436507414,-0.021711769914,0.062584784743,0.950331093949,0.341944044243,Gee,Coagulopathy,v2024,"HCUP 2019, 2020, 2021"
CMR_DEMENTIA,1,0.173227173362,0.111175334263,0.235279012462,5.471538408240,0.000000044615,Gee,Dementia,v2024,"HCUP 2019, 2020, 2021"
CMR_DEPRESS,1,-0.178333730090,-0.245803426724,-0.110864033455,-5.180513706752,0.000000221276,Gee,Depression,v2024,"HCUP 2019, 2020, 2021"
CMR_DIAB_CX,1,0.220467220722,0.175828182545,0.265106258898,9.680043075230,0.000000000000,Gee,Diabetes with chronic complications,v2024,"HCUP 2019, 2020, 2021"
CMR_DIAB_UNCX,1,-0.173670633872,-0.229343409277,-0.117997858467,-6.114086913819,0.000000000971,Gee,Diabetes without chronic complications,v2024,"HCUP 2019, 2020, 2021"
