Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
Age_LT30,1,0.520834085171,0.394354581825,0.647313588517,8.070999820931,0.000000000000,Gee,Age < 30,v2024,"HCUP 2019, 2020, 2021"
Age_30_34,1,0.600921560991,0.465215955108,0.736627166875,8.678968045611,0.000000000000,Gee,30 <= Age <= 34,v2024,"HCUP 2019, 2020, 2021"
Age_35_39,1,0.602004493129,0.438477536867,0.765531449390,7.215367741433,0.000000000001,Gee,35 <= Age <= 39,v2024,"HCUP 2019, 2020, 2021"
Age_40_44,1,0.367304094047,0.247663083330,0.486945104765,6.017190856119,0.000000001775,Gee,40 <= Age <= 44,v2024,"HCUP 2019, 2020, 2021"
Age_45_49,1,0.322022033751,0.162290716970,0.481753350531,3.951332782449,0.000077717166,Gee,45 <= Age <= 49,v2024,"HCUP 2019, 2020, 2021"
Age_50_54,1,0.272114633460,0.159802272850,0.384426994069,4.748674841773,0.000002047538,Gee,50 <= Age <= 54,v2024,"HCUP 2019, 2020, 2021"
Age_55_59,1,0.213050834266,0.110505836804,0.315595831727,4.072085156491,0.000046594137,Gee,55 <= Age <= 59,v2024,"HCUP 2019, 2020, 2021"
Age_60_64,1,0.112235876085,0.014675998842,0.209795753328,2.254802702878,0.024145715558,Gee,60 <= Age <= 64,v2024,"HCUP 2019, 2020, 2021"
Age_70_74,1,-0.176198280494,-0.281073448575,-0.071323112413,-3.292888967196,0.000991636271,Gee,70 <= Age <= 74,v2024,"HCUP 2019, 2020, 2021"
Age_75_79,1,-0.381028051486,-0.505233651908,-0.256822451064,-6.012621455676,0.000000001825,Gee,75 <= Age <= 79,v2024,"HCUP 2019, 2020, 2021"
Age_80_84,1,-0.668850248803,-0.802419819687,-0.535280677920,-9.814528788534,0.000000000000,Gee,80 <= Age <= 84,v2024,"HCUP 2019, 2020, 2021"
Age_85_89,1,-1.177131083411,-1.376913426197,-0.977348740626,-11.54824043208,0.000000000000,Gee,85 <= Age <= 89,v2024,"HCUP 2019, 2020, 2021"
Age_90Plus,1,-1.768852482342,-2.079301184590,-1.458403780094,-11.16734305619,0.000000000000,Gee,Age >= 90,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.155509367405,0.098550003905,0.212468730906,5.351056273146,0.000000087442,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
Age_35_39_MALE,1,-0.085112123480,-0.280263648831,0.110039401871,-0.854806009681,0.392658550665,Gee,35 <= Age <= 39 MALE,v2024,"HCUP 2019, 2020, 2021"
Age_45_49_MALE,1,0.069890460800,-0.114918036028,0.254698957628,0.741214762211,0.458563234032,Gee,45 <= Age <= 49 MALE,v2024,"HCUP 2019, 2020, 2021"
CMR_ANEMDEF,1,0.239194840345,0.170878444561,0.307511236130,6.862382989929,0.000000000007,Gee,Anemias due to other nutritional deficiencies,v2024,"HCUP 2019, 2020, 2021"
CMR_COAG,1,0.412620872680,0.329463480646,0.495778264713,9.725197363041,0.000000000000,Gee,Coagulopathy,v2024,"HCUP 2019, 2020, 2021"
CMR_DEPRESS,1,0.007664288682,-0.070222401532,0.085550978896,0.192866454372,0.847063557283,Gee,Depression,v2024,"HCUP 2019, 2020, 2021"
CMR_HF,1,0.465124724096,0.397486669579,0.532762778612,13.478029698836,0.000000000000,Gee,Heart failure,v2024,"HCUP 2019, 2020, 2021"
CMR_HTN_UNCX,1,-0.373046701259,-0.441886557142,-0.304206845376,-10.62114511486,0.000000000000,Gee,"Hypertension, uncomplicated",v2024,"HCUP 2019, 2020, 2021"
CMR_LIVER_SEV,1,0.406519622722,0.245009608280,0.568029637165,4.933216198981,0.000000808865,Gee,"Liver disease, moderate to severe",v2024,"HCUP 2019, 2020, 2021"
CMR_NEURO_OTH,1,0.488666639076,0.409247430017,0.568085848135,12.059664461365,0.000000000000,Gee,Other neurological disorders,v2024,"HCUP 2019, 2020, 2021"
CMR_NEURO_SEIZ,1,0.124277244254,0.020751023973,0.227803464534,2.352823489310,0.018631475915,Gee,Seizures and epilepsy,v2024,"HCUP 2019, 2020, 2021"
CMR_OBESE,1,0.182794101030,0.127305932024,0.238282270036,6.456689074883,0.000000000107,Gee,Obesity,v2024,"HCUP 2019, 2020, 2021"
CMR_PARALYSIS,1,0.353802256487,0.259122062601,0.448482450374,7.324020493627,0.000000000000,Gee,Paralysis,v2024,"HCUP 2019, 2020, 2021"
CMR_PSYCHOSES,1,0.073198583858,-0.037343410894,0.183740578609,1.297846925978,0.194339940835,Gee,Psychoses,v2024,"HCUP 2019, 2020, 2021"
CMR_ULCER_PEPTIC,1,0.385622602884,0.194171039797,0.577074165970,3.947768308035,0.000078883090,Gee,Peptic ulcer disease x bleeding,v2024,"HCUP 2019, 2020, 2021"
CMR_WGHTLOSS,1,1.056066680727,0.968940519102,1.143192842352,23.756959114177,0.000000000000,Gee,Weight loss,v2024,"HCUP 2019, 2020, 2021"
