VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-3.483842698719,0.004996660077,486135.64323278,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.173084821425,0.004677806687,1369.0945064410,0.000000000000,Female,v2024,HCUP 2021
AGECAT1,1,-6.483067905939,0.033583885978,37264.838865467,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT2,1,-5.252607068606,0.021297792442,60824.794032514,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT3,1,-4.402930045927,0.014045738385,98263.995913167,0.000000000000,Age 30-34,v2024,HCUP 2021
AGECAT4,1,-3.791259836662,0.010844674221,122217.69253415,0.000000000000,Age 35-39,v2024,HCUP 2021
AGECAT5,1,-3.285752539136,0.008969529660,134193.15501743,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT6,1,-2.856058586567,0.007762131941,135385.50916308,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT7,1,-2.459536226869,0.006580245940,139708.29601385,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT8,1,-2.118700968849,0.005852497684,131055.97607474,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT9,1,-1.850481537311,0.005458507690,114926.89137902,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT10,1,-1.663316673778,0.005428563591,93881.500648226,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT11,1,-1.399542110321,0.005350078359,68430.805942582,0.000000000000,Age 70-74,v2024,HCUP 2021
AGECAT12,1,-0.962153490600,0.005409652032,31633.704849207,0.000000000000,Age 75-79,v2024,HCUP 2021
AGECAT13,1,-0.540841325969,0.005560569678,9460.2184168638,0.000000000000,Age 80-84,v2024,HCUP 2021
FAGECAT1,1,-0.004279459797,0.050216543840,0.007262468531,0.932086396820,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT2,1,-0.177259233683,0.033273915205,28.379838771299,0.000000099698,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT3,1,-0.308117931513,0.022588279697,186.06626242783,0.000000000000,"Female,Age 30-34",v2024,HCUP 2021
FAGECAT4,1,-0.423970825686,0.017887476072,561.78975398401,0.000000000000,"Female,Age 35-39",v2024,HCUP 2021
FAGECAT5,1,-0.375618787427,0.014366141011,683.61937487946,0.000000000000,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT6,1,-0.400845218878,0.012331876355,1056.5622567322,0.000000000000,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT7,1,-0.428635767441,0.010324455933,1723.6237348077,0.000000000000,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT8,1,-0.375909315287,0.008845682364,1805.9407390396,0.000000000000,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT9,1,-0.310235553398,0.007992025704,1506.8478059921,0.000000000000,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT10,1,-0.187029369440,0.007696275405,590.55237297561,0.000000000000,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT11,1,-0.065120801922,0.007372986658,78.010414226617,0.000000000000,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT12,1,-0.030527546629,0.007352224448,17.240358529983,0.000032936471,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT13,1,-0.011800221362,0.007440073912,2.515508613455,0.112731256353,"Female,Age 80-84",v2024,HCUP 2021
POVCAT2,1,0.060299489229,0.004987672596,146.16096168502,0.000000000000,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,0.057375539829,0.004959696296,133.82689517385,0.000000000000,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,0.117193075740,0.004908054143,570.14486220256,0.000000000000,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,0.198224519397,0.004744952179,1745.2235606926,0.000000000000,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,0.247125969057,0.004760092400,2695.2931312664,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,0.339360466299,0.004691661348,5232.0174393507,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,0.368818674676,0.004773271479,5970.2639882835,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,0.443935795327,0.004659519716,9077.3278506184,0.000000000000,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
POVCAT10,1,0.547990377062,0.004575036795,14346.854100332,0.000000000000,"County decile 10,20.1 < percent in poverty <= 43.5",v2024,HCUP 2021
