VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-8.220805485026,0.033444686867,60419.131259414,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.162594214708,0.041648240267,15.241119395605,0.000094620620,Female,v2024,HCUP 2021
AGECAT1,1,0.778008540831,0.033303357755,545.74866721712,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT2,1,0.785257290035,0.033647709061,544.64428822818,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT3,1,0.761639562194,0.033650045106,512.30393066534,0.000000000000,Age 30-34,v2024,HCUP 2021
AGECAT4,1,0.747148037121,0.033735676797,490.49486497600,0.000000000000,Age 35-39,v2024,HCUP 2021
AGECAT5,1,0.790549185921,0.033768244834,548.07603874186,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT6,1,0.775614936228,0.033899046346,523.50081985901,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT7,1,0.765039096459,0.033835205697,511.24564031524,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT8,1,0.734725154328,0.033850958703,471.09432392049,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT9,1,0.577360218985,0.034158115030,285.69715825198,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT10,1,0.418379334052,0.034842764482,144.18339186655,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT11,1,0.247473687747,0.035950071826,47.386925827298,0.000000000006,Age 70-74,v2024,HCUP 2021
AGECAT12,1,0.263418558028,0.037884502200,48.347003944260,0.000000000004,Age 75-79,v2024,HCUP 2021
AGECAT13,1,0.244530008673,0.041282941066,35.085128165023,0.000000003156,Age 80-84,v2024,HCUP 2021
FAGECAT1,1,0.187143511464,0.043238190669,18.733310156835,0.000015033333,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT2,1,0.025788640666,0.043943842889,0.344398169975,0.557301449869,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT3,1,-0.127074937084,0.044134555113,8.290148315571,0.003986073298,"Female,Age 30-34",v2024,HCUP 2021
FAGECAT4,1,-0.117641513852,0.044275028248,7.059980721631,0.007882484588,"Female,Age 35-39",v2024,HCUP 2021
FAGECAT5,1,-0.149432812540,0.044360264534,11.347591322307,0.000755458853,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT6,1,-0.091806226190,0.044486019357,4.258897403708,0.039045256514,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT7,1,-0.031216317871,0.044286193897,0.496851533403,0.480886807448,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT8,1,-0.062280303418,0.044319697889,1.974730603790,0.159946629073,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT9,1,-0.035269789376,0.044749759549,0.621189805968,0.430605490028,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT10,1,0.038322759437,0.045631771351,0.705308131031,0.401005812823,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT11,1,0.118722317945,0.047036398719,6.370838679613,0.011601075504,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT12,1,0.114424906315,0.049648606508,5.311620077111,0.021183648551,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT13,1,0.087962713284,0.054081320638,2.645468882785,0.103845513666,"Female,Age 80-84",v2024,HCUP 2021
POVCAT2,1,0.222118747163,0.012188339937,332.10951142383,0.000000000000,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,0.299015350031,0.011891439914,632.29256563631,0.000000000000,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,0.434004104058,0.011610108820,1397.3818304211,0.000000000000,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,0.540090077849,0.011326180034,2273.8691855186,0.000000000000,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,0.627074423062,0.011226142580,3120.1614511719,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,0.572665700889,0.011197157342,2615.6930762530,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,0.693600931288,0.011280355193,3780.7136521968,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,0.777513742994,0.010965607255,5027.4848911009,0.000000000000,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
POVCAT10,1,0.913558802527,0.010746122752,7227.1891094593,0.000000000000,"County decile 10,20.1 < percent in poverty <= 43.5",v2024,HCUP 2021
