Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
AGE_1,1,1.145014985123,0.879185895403,1.410844074843,8.442221786042,0.000000000000,Gee,Age Days 0-59,v2024,"HCUP 2019, 2020, 2021"
AGE_2,1,0.464473932987,0.288445617812,0.640502248163,5.171623551046,0.000000232069,Gee,Age Days 60-179,v2024,"HCUP 2019, 2020, 2021"
AGE_3,1,0.369014210472,0.203132671793,0.534895749151,4.360066635911,0.000013002284,Gee,Age Days 180-364,v2024,"HCUP 2019, 2020, 2021"
AGE_5,1,-0.316465577332,-0.442530273524,-0.190400881140,-4.920181086802,0.000000864642,Gee,Age 4-9 years,v2024,"HCUP 2019, 2020, 2021"
AGE_6,1,-0.374474312534,-0.503643901827,-0.245304723242,-5.682112714939,0.000000013304,Gee,Age 10-14 years,v2024,"HCUP 2019, 2020, 2021"
AGE_7,1,-0.628480913300,-0.798010194474,-0.458951632125,-7.266001168077,0.000000000000,Gee,Age 15-17 years,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.016542182777,-0.036971111077,0.070055476630,0.605869684583,0.544601291587,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
AGE_2_MALE,1,0.121467775918,0.001179842856,0.241755708980,1.979188269530,0.047794813147,Gee,Age Days 60-179 MALE,v2024,"HCUP 2019, 2020, 2021"
PD09_NonWt_1,1,0.659279078728,0.528527479597,0.790030677859,9.882580852997,0.000000000000,Gee,"PD09 Comorbidty count using non-weighted method, category 1, count > 0 and count <= 2",v2024,"HCUP 2019, 2020, 2021"
PD09_NonWt_2,1,1.194146644309,0.916312071243,1.471981217376,8.424021493345,0.000000000000,Gee,"PD09 Comorbidty count using non-weighted method, category 2, count >= 3",v2024,"HCUP 2019, 2020, 2021"
MDRG_503,1,1.337951074174,1.024726973698,1.651175174649,8.372075821999,0.000000000000,Gee,CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES,v2024,"HCUP 2019, 2020, 2021"
MDRG_505,1,1.258414921948,0.970087165838,1.546742678057,8.554320117869,0.000000000000,Gee,OTHER CARDIOTHORACIC PROCEDURES,v2024,"HCUP 2019, 2020, 2021"
