VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.991025396856,0.023673371526,87209.045233494,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.448579887597,0.018607913913,581.14461671875,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,-0.671471663031,0.016586892565,1638.7975869959,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-1.646851109811,0.022204642508,5500.7398067546,0.000000000000,Age 10-14,v2024,HCUP 2021
AGECAT4,1,-2.245399426354,0.034976061258,4121.4061318435,0.000000000000,Age 15-17,v2024,HCUP 2021
FAGECAT2,1,0.072095654727,0.026627639385,7.330824909741,0.006778193864,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,0.222818659118,0.034405498709,41.941832172022,0.000000000094,"Female,Age 10-14",v2024,HCUP 2021
FAGECAT4,1,0.626517643677,0.048931921563,163.93892010591,0.000000000000,"Female,Age 15-17",v2024,HCUP 2021
POVCAT2,1,0.005045525859,0.030812186851,0.026814384152,0.869927181254,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,0.129946469807,0.029778427570,19.042565086858,0.000012783486,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,0.196275661089,0.029417608242,44.516209479861,0.000000000025,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,0.303414323014,0.028605779221,112.50312647723,0.000000000000,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,0.363278556850,0.028377141582,163.88614256342,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,0.524172448597,0.027114191710,373.72749948503,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,0.564720430955,0.027647303718,417.21645984702,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,0.501064933654,0.027453031520,333.12513563947,0.000000000000,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
POVCAT10,1,0.962235759093,0.025226211754,1454.9863223791,0.000000000000,"County decile 10,20.1 < percent in poverty <= 43.5",v2024,HCUP 2021
