Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
AGE_3,1,0.019027588629,-0.186486089610,0.224541266867,0.181464264299,0.856003180413,Gee,Age Days 180-364,v2024,"HCUP 2019, 2020, 2021"
AGE_5,1,0.050744959895,-0.104204960105,0.205694879896,0.641873798912,0.520955127626,Gee,Age 4-9 years,v2024,"HCUP 2019, 2020, 2021"
AGE_6,1,0.183340719980,0.027154831964,0.339526607997,2.300727758598,0.021407024044,Gee,Age 10-14 years,v2024,"HCUP 2019, 2020, 2021"
AGE_7,1,0.114184405718,-0.046774278680,0.275143090116,1.390402286408,0.164406752572,Gee,Age 15-17 years,v2024,"HCUP 2019, 2020, 2021"
AGE_1_2,1,0.165202177439,-0.005813350089,0.336217704967,1.893338708061,0.058312840674,Gee,Age Days 0-179,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.059125460879,-0.018801032641,0.137051954400,1.487090829543,0.136990823247,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
ODC903,1,0.543184978756,0.311720054259,0.774649903253,4.599500324375,0.000004235055,Gee,Ventilator Dependence flag,v2024,"HCUP 2019, 2020, 2021"
MDRG_602,1,1.218196853528,1.067009467401,1.369384239655,15.792468010477,0.000000000000,Gee,MAJOR SMALL & LARGE BOWEL PROCEDURES,v2024,"HCUP 2019, 2020, 2021"
MDRG_1505,1,1.142955487721,0.939151249053,1.346759726389,10.991683031242,0.000000000000,Gee,FULL TERM NEONATE W MAJOR PROBLEMS,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_DIG025,1,0.398337579189,0.268552619587,0.528122538790,6.015545339727,0.000000001793,Gee,Other specified and unspecified gastrointestinal disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_MAL001,1,0.524518573552,0.401220695727,0.647816451377,8.337836234653,0.000000000000,Gee,Cardiac and circulatory congenital anomalies,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_PNL006,1,0.342962258509,0.202259631642,0.483664885377,4.777406717288,0.000001775704,Gee,Respiratory perinatal condition,v2024,"HCUP 2019, 2020, 2021"
TRNSFER_ALT,1,0.246235662694,0.119325649777,0.373145675612,3.802797111870,0.000143071523,Gee,TRANSFER FROM ACUTE - OUTBORN,v2024,"HCUP 2019, 2020, 2021"
HPPD01_2,1,2.110688050495,1.748992418690,2.472383682300,11.437441311986,0.000000000000,Gee,Minor therapeutic PR,v2024,"HCUP 2019, 2020, 2021"
HPPD01_3,1,4.215665997450,3.769702298138,4.661629696762,18.527412743671,0.000000000000,Gee,1 major ther PR/no diag PR,v2024,"HCUP 2019, 2020, 2021"
HPPD01_4,1,4.756344048337,4.325287601233,5.187400495441,21.626548206042,0.000000000000,Gee,1 major ther PR/minor diag PR,v2024,"HCUP 2019, 2020, 2021"
HPPD01_5,1,5.310681737502,4.847038682703,5.774324792300,22.449910186578,0.000000000000,Gee,1 major ther PR/major diag PR,v2024,"HCUP 2019, 2020, 2021"
HPPD01_6,1,5.581107827492,5.179650959373,5.982564695611,27.247685129832,0.000000000000,Gee,2 major therapeutic PR,v2024,"HCUP 2019, 2020, 2021"
HPPD01_7,1,6.330367325994,5.920004437275,6.740730214713,30.234926960834,0.000000000000,Gee,3+ major therapeutic PR,v2024,"HCUP 2019, 2020, 2021"
MEDICDR,1,-0.167556998720,-0.393117661147,0.058003663707,-1.455952821362,0.145405662148,Gee,Medical DRGs flag,v2024,"HCUP 2019, 2020, 2021"
COVIDDX_Q4,1,0.479523999680,-0.618940339884,1.577988339244,0.855603350281,0.392217216179,Gee,"COVID, Quarter 4, 2020",v2024,"HCUP 2019, 2020, 2021"
COVIDDX_Q5,1,0.870434880549,0.055537430123,1.685332330975,2.093540746596,0.036300910673,Gee,"COVID, Quarter 1, 2021",v2024,"HCUP 2019, 2020, 2021"
COVIDDX_Q7,1,0.379020740149,-0.720701460147,1.478742940444,0.675504231783,0.499355463687,Gee,"COVID, Quarter 3, 2021",v2024,"HCUP 2019, 2020, 2021"
YEAR_2019,1,-0.125865331544,-0.302881374899,0.051150711810,-1.393611065156,0.163435085285,Gee,Discharge YEAR is 2019 or before 2019,v2024,"HCUP 2019, 2020, 2021"
Q1,1,0.029276753144,-0.178966837817,0.237520344105,0.275549328947,0.782894232953,Gee,"Quarter 1, 2020",v2024,"HCUP 2019, 2020, 2021"
Q2,1,-0.142380896053,-0.368929559346,0.084167767240,-1.231794636500,0.218025807365,Gee,"Quarter 2, 2020",v2024,"HCUP 2019, 2020, 2021"
Q3,1,-0.067103739495,-0.259707015326,0.125499536336,-0.682859167744,0.494695837676,Gee,"Quarter 3, 2020",v2024,"HCUP 2019, 2020, 2021"
Q4,1,-0.102994328498,-0.289014412020,0.083025755025,-1.085179463661,0.277842177961,Gee,"Quarter 4, 2020",v2024,"HCUP 2019, 2020, 2021"
Q5,1,-0.066283700359,-0.281308299625,0.148740898906,-0.604180479399,0.545723657647,Gee,"Quarter 1, 2021",v2024,"HCUP 2019, 2020, 2021"
Q6,1,-0.108208405000,-0.307954177645,0.091537367645,-1.061772541249,0.288338958231,Gee,"Quarter 2, 2021",v2024,"HCUP 2019, 2020, 2021"
Q7,1,-0.160318577289,-0.360754652571,0.040117497993,-1.567675065963,0.116956983553,Gee,"Quarter 3, 2021",v2024,"HCUP 2019, 2020, 2021"
Intercept,1,-11.64338978035,-12.08126041177,-11.20551914893,-52.11727617693,0.000000000000,Gee,Intercept,v2024,"HCUP 2019, 2020, 2021"
