Variable,DF,Estimate,LowerCL,UpperCL,ZStat,ProbZStat,Model,zlabel,SoftVer,SrcData
AGE_3,1,-0.061043879315,-0.352696605044,0.230608846414,-0.410226939025,0.681639481145,Gee,Age Days 180-364,v2024,"HCUP 2019, 2020, 2021"
AGE_5,1,-0.066850370704,-0.279708056066,0.146007314659,-0.615548922790,0.538192270945,Gee,Age 4-9 years,v2024,"HCUP 2019, 2020, 2021"
AGE_6,1,-0.055795155680,-0.284960994590,0.173370683230,-0.477193704630,0.633224193555,Gee,Age 10-14 years,v2024,"HCUP 2019, 2020, 2021"
AGE_7,1,0.330189933847,-0.012352085343,0.672731953036,1.889287568074,0.058853306450,Gee,Age 15-17 years,v2024,"HCUP 2019, 2020, 2021"
AGE_1_2,1,0.162674430341,-0.147005638099,0.472354498782,1.029565855757,0.303213850402,Gee,Age Days 0-179,v2024,"HCUP 2019, 2020, 2021"
MALE,1,0.106933665428,-0.070793560299,0.284660891155,1.179257326030,0.238295725275,Gee,Patient Sex Flag: 1=Male / 0=Female,v2024,"HCUP 2019, 2020, 2021"
AGE_7_MALE,1,0.090790136048,-0.294740074736,0.476320346832,0.461560188614,0.644396749626,Gee,Age 15-17 years MALE,v2024,"HCUP 2019, 2020, 2021"
PD08_NonWt_2,1,0.204316805258,0.000361871714,0.408271738803,1.963441495549,0.049594896191,Gee,"PD08 Comorbidty count using non-weighted method, category 2, count >= 2",v2024,"HCUP 2019, 2020, 2021"
MDRG_302,1,1.212885426841,0.760875757593,1.664895096089,5.259205534116,0.000000144679,Gee,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES",v2024,"HCUP 2019, 2020, 2021"
MDRG_503,1,0.278165257557,-0.065563058624,0.621893573738,1.586118631772,0.112712401094,Gee,CONCOMITANT AORTIC AND MITRAL VALVE PROCEDURES,v2024,"HCUP 2019, 2020, 2021"
MDRG_542,1,0.615687046064,0.266632958664,0.964741133464,3.457127361037,0.000545966750,Gee,OTHER MAJOR CARDIOVASCULAR PROCEDURES,v2024,"HCUP 2019, 2020, 2021"
MDRG_802,1,-0.954806136679,-1.508714804599,-0.400897468759,-3.378509397833,0.000728799414,Gee,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS,v2024,"HCUP 2019, 2020, 2021"
MDRG_805,1,1.031373380629,0.388884707057,1.673862054200,3.146288430903,0.001653568471,Gee,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS",v2024,"HCUP 2019, 2020, 2021"
MDRG_902,1,1.662261121085,0.764639123235,2.559883118936,3.629558921272,0.000283905924,Gee,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS,v2024,"HCUP 2019, 2020, 2021"
MDRG_1909,1,2.293589621368,0.720056604958,3.867122637777,2.856853339788,0.004278634851,Gee,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,v2024,"HCUP 2019, 2020, 2021"
MDRG_7701,1,0.902041256030,0.021502650471,1.782579861589,2.007826077387,0.044661776709,Gee,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM,v2024,"HCUP 2019, 2020, 2021"
MDRG_7702,1,2.040593853140,1.146038543233,2.935149163048,4.470925849898,0.000007788170,Gee,LIVER TRANSPLANT,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD006,1,-1.198876506606,-1.584648968865,-0.813104044347,-6.091038124128,0.000000001122,Gee,Coagulation and hemorrhagic disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_BLD008,1,0.311016937482,-0.131292610196,0.753326485159,1.378179601246,0.168147843672,Gee,Immunity disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR008,1,0.152322017931,-0.286303121466,0.590947157328,0.680639667867,0.496099520391,Gee,Hypertension with complications and secondary hypertension,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_CIR033,1,0.906646404369,0.372535157550,1.440757651188,3.327011572698,0.000877827278,Gee,Acute phlebitis; thrombophlebitis and thromboembolism,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_DIG018,1,0.597846070264,-0.172820712251,1.368512852778,1.520445402087,0.128399070943,Gee,Hepatic failure,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_INJ033,1,0.767550913482,0.494482755718,1.040619071245,5.509145258997,0.000000036058,Gee,"Complication of cardiovascular device, implant or graft, initial encounter",v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_MAL001,1,1.177233496779,0.948521542219,1.405945451339,10.088389387084,0.000000000000,Gee,Cardiac and circulatory congenital anomalies,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_MAL008,1,-0.713704542929,-1.032404939798,-0.395004146060,-4.389185622248,0.000011377593,Gee,Musculoskeletal congenital conditions,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_NEO023,1,0.929095190245,0.410722347484,1.447468033005,3.512902221866,0.000443240559,Gee,Bone cancer,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_NVS017,1,1.321270726031,0.850634105774,1.791907346288,5.502425704644,0.000000037460,Gee,Nerve and nerve root disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_RSP004,1,1.039690510681,0.538599941192,1.540781080171,4.066642000624,0.000047695427,Gee,Acute and chronic tonsillitis,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_RSP015,1,0.822236791553,0.193502954401,1.450970628706,2.563174435637,0.010371992367,Gee,Mediastinal disorders,v2024,"HCUP 2019, 2020, 2021"
d_DXCCSR_SYM003,1,1.240134627660,0.573762357388,1.906506897932,3.647539543029,0.000264763574,Gee,Shock,v2024,"HCUP 2019, 2020, 2021"
TRNSFER_ALT,1,-0.491779517879,-1.013106248470,0.029547212712,-1.848879189993,0.064475259216,Gee,TRANSFER FROM ACUTE - OUTBORN,v2024,"HCUP 2019, 2020, 2021"
GPPD08_2,1,2.247268531779,1.948082535755,2.546454527803,14.721830046895,0.000000000000,Gee,Coagulopathy,v2024,"HCUP 2019, 2020, 2021"
YEAR_2019,1,0.014499968370,-0.260138169111,0.289138105851,0.103479495028,0.917582422718,Gee,Discharge YEAR is 2019 or before 2019,v2024,"HCUP 2019, 2020, 2021"
Q1,1,0.006670393177,-0.359423725966,0.372764512321,0.035711391433,0.971512487297,Gee,"Quarter 1, 2020",v2024,"HCUP 2019, 2020, 2021"
Q2,1,-0.146403446428,-0.475284937998,0.182478045143,-0.872488995476,0.382941668958,Gee,"Quarter 2, 2020",v2024,"HCUP 2019, 2020, 2021"
Q3,1,-0.183963898331,-0.503356618606,0.135428821944,-1.128900542484,0.258939791919,Gee,"Quarter 3, 2020",v2024,"HCUP 2019, 2020, 2021"
Q4,1,-0.050635003843,-0.411690980355,0.310420972669,-0.274868137756,0.783417546982,Gee,"Quarter 4, 2020",v2024,"HCUP 2019, 2020, 2021"
Q5,1,-0.142965053264,-0.556085939900,0.270155833372,-0.678267220346,0.497602278503,Gee,"Quarter 1, 2021",v2024,"HCUP 2019, 2020, 2021"
Q6,1,0.063109971189,-0.268347785652,0.394567728030,0.373179592399,0.709014783797,Gee,"Quarter 2, 2021",v2024,"HCUP 2019, 2020, 2021"
Q7,1,-0.253108794434,-0.609393399015,0.103175810146,-1.392381581702,0.163806878837,Gee,"Quarter 3, 2021",v2024,"HCUP 2019, 2020, 2021"
Intercept,1,-6.935442943407,-7.257403288913,-6.613482597902,-42.22016337001,0.000000000000,Gee,Intercept,v2024,"HCUP 2019, 2020, 2021"
