VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.548076610077,0.030714408497,60393.234074763,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.182699683641,0.019781104055,85.305009508404,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,-1.654102133830,0.031223591462,2806.4604869258,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-2.407768834596,0.042268146587,3244.9138250844,0.000000000000,Age 10-14,v2024,HCUP 2021
AGECAT4,1,-2.316629673824,0.051116236561,2053.9765792732,0.000000000000,Age 15-17,v2024,HCUP 2021
FAGECAT2,1,0.028224135088,0.046596834685,0.366883729298,0.544707822025,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,0.207239840489,0.060475561799,11.743205899697,0.000610657452,"Female,Age 10-14",v2024,HCUP 2021
FAGECAT4,1,0.525437948726,0.068134059978,59.472245200364,0.000000000000,"Female,Age 15-17",v2024,HCUP 2021
POVCAT2,1,-0.051159435166,0.041969485050,1.485881585876,0.222856556121,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,0.066873742298,0.041246439234,2.628683686992,0.104948687830,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,0.312510787964,0.038452921755,66.049774518551,0.000000000000,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,0.248821931333,0.038846029971,41.028348104167,0.000000000150,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,0.290311343852,0.038447837965,57.014348484300,0.000000000000,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,0.288321782318,0.037909864077,57.842952587679,0.000000000000,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,0.340641771336,0.038653000033,77.665723202550,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,0.135441890942,0.039570671679,11.715455336432,0.000619831428,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
POVCAT10,1,0.583129848499,0.035761313811,265.89098497665,0.000000000000,"County decile 10,20.1 < percent in poverty <= 43.5",v2024,HCUP 2021
