VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-9.491765007878,0.053691325823,31252.567270200,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,1.211228659530,0.045633738434,704.49867265398,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,0.351823642358,0.049765395948,49.979868981112,0.000000000002,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-0.076539486206,0.051202648271,2.234530245416,0.134957634503,Age 10-14,v2024,HCUP 2021
FAGECAT2,1,-0.584398617208,0.058894908867,98.460684596831,0.000000000000,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,-0.638026603685,0.061066645315,109.16148877756,0.000000000000,"Female,Age 10-14",v2024,HCUP 2021
POVCAT2,1,0.002628776938,0.054484477530,0.002327886977,0.961518451929,"County decile 2,  7.4 < percent in poverty <= 9.4",v2024,HCUP 2021
POVCAT3,1,0.177287680129,0.052267673396,11.505110044535,0.000694051212,"County decile 3,  9.4 < percent in poverty <= 10.5",v2024,HCUP 2021
POVCAT4,1,0.293396931624,0.051025922868,33.062021107740,0.000000008927,"County decile 4, 10.5 < percent in poverty <= 11.6",v2024,HCUP 2021
POVCAT5,1,0.288947238436,0.050917519505,32.203466212086,0.000000013884,"County decile 5, 11.6 < percent in poverty <= 12.9",v2024,HCUP 2021
POVCAT6,1,0.273686118168,0.051434701609,28.313469478618,0.000000103176,"County decile 6, 12.9 < percent in poverty <= 14.4",v2024,HCUP 2021
POVCAT7,1,0.318632267836,0.050255374575,40.198928820302,0.000000000229,"County decile 7, 14.4 < percent in poverty <= 15.7",v2024,HCUP 2021
POVCAT8,1,0.388980256636,0.051165183121,57.797100451468,0.000000000000,"County decile 8, 15.7 < percent in poverty <= 16.9",v2024,HCUP 2021
POVCAT9,1,0.232496576777,0.051886328219,20.078314312682,0.000007433478,"County decile 9, 16.9 < percent in poverty <= 20.1",v2024,HCUP 2021
POVCAT10,1,0.623705057840,0.047344443794,173.54835208895,0.000000000000,"County decile 10,20.1 < percent in poverty <= 43.5",v2024,HCUP 2021
